state,county,regular,fips,fips_county_name,match_score,match_method,county_lower
KS,Osborne,4.049,20141,Osborne County,100,exact,osborne
KS,Ottawa,4.199,20143,Ottawa County,100,exact,ottawa
KS,Pawnee,3.769,20145,Pawnee County,100,exact,pawnee
KS,Phillips,3.939,20147,Phillips County,100,exact,phillips
KS,Pottawatomie,4.186,20149,Pottawatomie County,100,exact,pottawatomie
KS,Pratt,3.999,20151,Pratt County,100,exact,pratt
KS,Rawlins,4.199,20153,Rawlins County,100,exact,rawlins
KS,Reno,3.959,20155,Reno County,100,exact,reno
KS,Republic,4.199,20157,Republic County,100,exact,republic
KS,Rice,4.144,20159,Rice County,100,exact,rice
KS,Riley,4.156,20161,Riley County,100,exact,riley
KS,Rooks,3.942,20163,Rooks County,100,exact,rooks
KS,Rush,4.059,20165,Rush County,100,exact,rush
KS,Russell,4.042,20167,Russell County,100,exact,russell
KS,Saline,4.015,20169,Saline County,100,exact,saline
KS,Scott,3.902,20171,Scott County,100,exact,scott
KS,Sedgwick,3.981,20173,Sedgwick County,100,exact,sedgwick
KS,Seward,4.066,20175,Seward County,100,exact,seward
KS,Shawnee,4.026,20177,Shawnee County,100,exact,shawnee
KS,Sheridan,4.019,20179,Sheridan County,100,exact,sheridan
KS,Sherman,3.996,20181,Sherman County,100,exact,sherman
KS,Smith,4.081,20183,Smith County,100,exact,smith
KS,Stafford,3.999,20185,Stafford County,100,exact,stafford
KS,Stanton,4.124,20187,Stanton County,100,exact,stanton
KS,Stevens,4.079,20189,Stevens County,100,exact,stevens
KS,Sumner,4.072,20191,Sumner County,100,exact,sumner
KS,Thomas,3.889,20193,Thomas County,100,exact,thomas
KS,Trego,3.901,20195,Trego County,100,exact,trego
KS,Wabaunsee,4.046,20197,Wabaunsee County,100,exact,wabaunsee
KS,Wallace,4.184,20199,Wallace County,100,exact,wallace
KS,Washington,4.097,20201,Washington County,100,exact,washington
KS,Wichita,3.902,20203,Wichita County,100,exact,wichita
KS,Wilson,4.118,20205,Wilson County,100,exact,wilson
KS,Woodson,4.186,20207,Woodson County,100,exact,woodson
KS,Wyandotte,4.234,20209,Wyandotte County,100,exact,wyandotte
KY,Adair,4.124,21001,Adair County,100,exact,adair
KY,Allen,4.049,21003,Allen County,100,exact,allen
KY,Anderson,4.229,21005,Anderson County,100,exact,anderson
KY,Ballard,4.249,21007,Ballard County,100,exact,ballard
KY,Barren,4.11,21009,Barren County,100,exact,barren
KY,Bath,4.388,21011,Bath County,100,exact,bath
KY,Bell,3.924,21013,Bell County,100,exact,bell
KY,Boone,4.519,21015,Boone County,100,exact,boone
KY,Bourbon,4.037,21017,Bourbon County,100,exact,bourbon
KY,Boyd,4.337,21019,Boyd County,100,exact,boyd
KY,Boyle,4.116,21021,Boyle County,100,exact,boyle
KY,Bracken,4.433,21023,Bracken County,100,exact,bracken
KY,Breathitt,4.381,21025,Breathitt County,100,exact,breathitt
KY,Breckinridge,4.192,21027,Breckinridge County,100,exact,breckinridge
KY,Bullitt,4.114,21029,Bullitt County,100,exact,bullitt
KY,Butler,4.11,21031,Butler County,100,exact,butler
KY,Caldwell,4.236,21033,Caldwell County,100,exact,caldwell
KY,Calloway,4.026,21035,Calloway County,100,exact,calloway
KY,Campbell,4.732,21037,Campbell County,100,exact,campbell
KY,Carlisle,4.266,21039,Carlisle County,100,exact,carlisle
KY,Carroll,4.465,21041,Carroll County,100,exact,carroll
KY,Carter,4.154,21043,Carter County,100,exact,carter
KY,Casey,4.299,21045,Casey County,100,exact,casey
KY,Christian,4.147,21047,Christian County,100,exact,christian
KY,Clark,4.212,21049,Clark County,100,exact,clark
KY,Clay,4.183,21051,Clay County,100,exact,clay
KY,Clinton,4.259,21053,Clinton County,100,exact,clinton
KY,Crittenden,4.099,21055,Crittenden County,100,exact,crittenden
KY,Cumberland,4.281,21057,Cumberland County,100,exact,cumberland
KY,Daviess,4.148,21059,Daviess County,100,exact,daviess
KY,Edmonson,4.339,21061,Edmonson County,100,exact,edmonson
KY,Elliott,4.399,21063,Elliott County,100,exact,elliott
KY,Estill,4.299,21065,Estill County,100,exact,estill
KY,Fayette,4.307,21067,Fayette County,100,exact,fayette
KY,Fleming,4.354,21069,Fleming County,100,exact,fleming
KY,Floyd,4.12,21071,Floyd County,100,exact,floyd
KY,Franklin,4.158,21073,Franklin County,100,exact,franklin
KY,Fulton,4.182,21075,Fulton County,100,exact,fulton
KY,Gallatin,4.509,21077,Gallatin County,100,exact,gallatin
KY,Garrard,4.139,21079,Garrard County,100,exact,garrard
KY,Grant,4.225,21081,Grant County,100,exact,grant
KY,Graves,4.134,21083,Graves County,100,exact,graves
KY,Grayson,4.217,21085,Grayson County,100,exact,grayson
KY,Green,4.139,21087,Green County,100,exact,green
KY,Greenup,4.34,21089,Greenup County,100,exact,greenup
KY,Hancock,4.348,21091,Hancock County,100,exact,hancock
KY,Hardin,4.105,21093,Hardin County,100,exact,hardin
KY,Harlan,4.176,21095,Harlan County,100,exact,harlan
KY,Harrison,4.164,21097,Harrison County,100,exact,harrison
KY,Hart,4.151,21099,Hart County,100,exact,hart
KY,Henderson,4.124,21101,Henderson County,100,exact,henderson
KY,Henry,4.24,21103,Henry County,100,exact,henry
KY,Hickman,4.299,21105,Hickman County,100,exact,hickman
KY,Hopkins,4.111,21107,Hopkins County,100,exact,hopkins
KY,Jackson,4.16,21109,Jackson County,100,exact,jackson
KY,Jefferson,4.265,21111,Jefferson County,100,exact,jefferson
KY,Jessamine,4.115,21113,Jessamine County,100,exact,jessamine
KY,Johnson,4.178,21115,Johnson County,100,exact,johnson
KY,Kenton,4.669,21117,Kenton County,100,exact,kenton
KY,Knott,4.174,21119,Knott County,100,exact,knott
KY,Knox,4.108,21121,Knox County,100,exact,knox
KY,Larue,4.194,21123,Larue County,100,exact,larue
KY,Laurel,4.053,21125,Laurel County,100,exact,laurel
KY,Lawrence,4.074,21127,Lawrence County,100,exact,lawrence
KY,Lee,4.356,21129,Lee County,100,exact,lee
KY,Leslie,4.167,21131,Leslie County,100,exact,leslie
KY,Letcher,4.199,21133,Letcher County,100,exact,letcher
KY,Lewis,4.285,21135,Lewis County,100,exact,lewis
KY,Lincoln,4.1,21137,Lincoln County,100,exact,lincoln
KY,Livingston,4.249,21139,Livingston County,100,exact,livingston
KY,Logan,4.166,21141,Logan County,100,exact,logan
KY,Lyon,4.227,21143,Lyon County,100,exact,lyon
KY,Madison,4.196,21151,Madison County,100,exact,madison
KY,Magoffin,4.299,21153,Magoffin County,100,exact,magoffin
KY,Marion,4.088,21155,Marion County,100,exact,marion
KY,Marshall,4.048,21157,Marshall County,100,exact,marshall
KY,Martin,4.283,21159,Martin County,100,exact,martin
KY,Mason,4.274,21161,Mason County,100,exact,mason
KY,McCracken,4.116,21145,McCracken County,100,exact,mccracken
KY,McCreary,4.299,21147,McCreary County,100,exact,mccreary
KY,McLean,4.363,21149,McLean County,100,exact,mclean
KY,Meade,4.189,21163,Meade County,100,exact,meade
KY,Menifee,4.314,21165,Menifee County,100,exact,menifee
KY,Mercer,4.162,21167,Mercer County,100,exact,mercer
KY,Metcalfe,4.11,21169,Metcalfe County,100,exact,metcalfe
KY,Monroe,4.111,21171,Monroe County,100,exact,monroe
KY,Montgomery,4.131,21173,Montgomery County,100,exact,montgomery
KY,Morgan,4.178,21175,Morgan County,100,exact,morgan
KY,Muhlenberg,4.361,21177,Muhlenberg County,100,exact,muhlenberg
KY,Nelson,4.165,21179,Nelson County,100,exact,nelson
KY,Nicholas,4.149,21181,Nicholas County,100,exact,nicholas
KY,Ohio,4.261,21183,Ohio County,100,exact,ohio
KY,Oldham,4.172,21185,Oldham County,100,exact,oldham
KY,Owen,4.529,21187,Owen County,100,exact,owen
KY,Owsley,4.199,21189,Owsley County,100,exact,owsley
KY,Pendleton,4.692,21191,Pendleton County,100,exact,pendleton
KY,Perry,4.121,21193,Perry County,100,exact,perry
KY,Pike,4.128,21195,Pike County,100,exact,pike
KY,Powell,4.329,21197,Powell County,100,exact,powell
KY,Pulaski,4.18,21199,Pulaski County,100,exact,pulaski
KY,Robertson,4.169,21201,Robertson County,100,exact,robertson
KY,Rockcastle,4.391,21203,Rockcastle County,100,exact,rockcastle
KY,Rowan,4.137,21205,Rowan County,100,exact,rowan
KY,Russell,4.118,21207,Russell County,100,exact,russell
KY,Scott,4.156,21209,Scott County,100,exact,scott
KY,Shelby,4.066,21211,Shelby County,100,exact,shelby
KY,Simpson,4.046,21213,Simpson County,100,exact,simpson
KY,Spencer,4.316,21215,Spencer County,100,exact,spencer
KY,Taylor,4.119,21217,Taylor County,100,exact,taylor
KY,Todd,4.082,21219,Todd County,100,exact,todd
KY,Trigg,4.349,21221,Trigg County,100,exact,trigg
KY,Trimble,4.407,21223,Trimble County,100,exact,trimble
KY,Union,4.363,21225,Union County,100,exact,union
KY,Warren,4.031,21227,Warren County,100,exact,warren
KY,Washington,4.374,21229,Washington County,100,exact,washington
KY,Wayne,4.174,21231,Wayne County,100,exact,wayne
KY,Webster,4.317,21233,Webster County,100,exact,webster
KY,Whitley,4.053,21235,Whitley County,100,exact,whitley
KY,Wolfe,4.479,21237,Wolfe County,100,exact,wolfe
KY,Woodford,4.183,21239,Woodford County,100,exact,woodford
LA,Acadia,4.008,22001,Acadia Parish,100,exact,acadia
LA,Allen,4.152,22003,Allen Parish,100,exact,allen
LA,Ascension,3.987,22005,Ascension Parish,100,exact,ascension
LA,Assumption,4.109,22007,Assumption Parish,100,exact,assumption
LA,Avoyelles,4.099,22009,Avoyelles Parish,100,exact,avoyelles
LA,Beauregard,4.005,22011,Beauregard Parish,100,exact,beauregard
LA,Bienville,4.223,22013,Bienville Parish,100,exact,bienville
LA,Bossier,3.914,22015,Bossier Parish,100,exact,bossier
LA,Caddo,3.989,22017,Caddo Parish,100,exact,caddo
LA,Calcasieu,4.022,22019,Calcasieu Parish,100,exact,calcasieu
LA,Caldwell,3.981,22021,Caldwell Parish,100,exact,caldwell
LA,Cameron,4.224,22023,Cameron Parish,100,exact,cameron
LA,Catahoula,4.07,22025,Catahoula Parish,100,exact,catahoula
LA,Claiborne,4.007,22027,Claiborne Parish,100,exact,claiborne
LA,Concordia,3.836,22029,Concordia Parish,100,exact,concordia
LA,De Soto,4.084,22031,De Soto Parish,100,exact,de soto
LA,East Baton Rouge,3.976,22033,East Baton Rouge Parish,100,exact,east baton rouge
LA,East Carroll,4.199,22035,East Carroll Parish,100,exact,east carroll
LA,East Feliciana,4.13,22037,East Feliciana Parish,100,exact,east feliciana
LA,Evangeline,3.997,22039,Evangeline Parish,100,exact,evangeline
LA,Franklin,4.021,22041,Franklin Parish,100,exact,franklin
LA,Grant,4.139,22043,Grant Parish,100,exact,grant
LA,Iberia,3.933,22045,Iberia Parish,100,exact,iberia
LA,Iberville,4.05,22047,Iberville Parish,100,exact,iberville
LA,Jackson,4.013,22049,Jackson Parish,100,exact,jackson
LA,Jefferson,3.998,22051,Jefferson Parish,100,exact,jefferson
LA,Jefferson Davis,4.142,22053,Jefferson Davis Parish,100,exact,jefferson davis
LA,La Salle,4.098,22059,LaSalle Parish,93,fuzzy,la salle
LA,Lafayette,3.978,22055,Lafayette Parish,100,exact,lafayette
LA,Lafourche,3.956,22057,Lafourche Parish,100,exact,lafourche
LA,Lincoln,3.926,22061,Lincoln Parish,100,exact,lincoln
LA,Livingston,3.953,22063,Livingston Parish,100,exact,livingston
LA,Madison,3.983,22065,Madison Parish,100,exact,madison
LA,Morehouse,4.006,22067,Morehouse Parish,100,exact,morehouse
LA,Natchitoches,4.006,22069,Natchitoches Parish,100,exact,natchitoches
LA,Orleans,3.965,22071,Orleans Parish,100,exact,orleans
LA,Ouachita,3.895,22073,Ouachita Parish,100,exact,ouachita
LA,Plaquemines,4.071,22075,Plaquemines Parish,100,exact,plaquemines
LA,Pointe Coupee,4.071,22077,Pointe Coupee Parish,100,exact,pointe coupee
LA,Rapides,4.042,22079,Rapides Parish,100,exact,rapides
LA,Red River,4.071,22081,Red River Parish,100,exact,red river
LA,Richland,4.04,22083,Richland Parish,100,exact,richland
LA,Sabine,4.141,22085,Sabine Parish,100,exact,sabine
LA,Saint Bernard,3.999,22087,St. Bernard Parish,87,fuzzy,saint bernard
LA,Saint Charles,4.014,22089,St. Charles Parish,87,fuzzy,saint charles
LA,Saint Helena,4.186,22091,St. Helena Parish,86,fuzzy,saint helena
LA,Saint James,4.146,22093,St. James Parish,84,fuzzy,saint james
LA,St John the Baptist,3.989,22095,St. John the Baptist Parish,100,fuzzy,st john the baptist
LA,Saint Landry,3.919,22097,St. Landry Parish,86,fuzzy,saint landry
LA,Saint Martin,3.965,22099,St. Martin Parish,86,fuzzy,saint martin
LA,Saint Mary,4.047,22101,St. Mary Parish,82,fuzzy,saint mary
LA,Saint Tammany,3.954,22103,St. Tammany Parish,87,fuzzy,saint tammany
LA,Tangipahoa,4.004,22105,Tangipahoa Parish,100,exact,tangipahoa
LA,Tensas,3.932,22107,Tensas Parish,100,exact,tensas
LA,Terrebonne,4.044,22109,Terrebonne Parish,100,exact,terrebonne
LA,Union,3.925,22111,Union Parish,100,exact,union
LA,Vermilion,4.067,22113,Vermilion Parish,100,exact,vermilion
LA,Vernon,4.109,22115,Vernon Parish,100,exact,vernon
LA,Washington,4.057,22117,Washington Parish,100,exact,washington
LA,Webster,4.069,22119,Webster Parish,100,exact,webster
LA,West Baton Rouge,3.937,22121,West Baton Rouge Parish,100,exact,west baton rouge
LA,West Carroll,3.891,22123,West Carroll Parish,100,exact,west carroll
LA,West Feliciana,4.199,22125,West Feliciana Parish,100,exact,west feliciana
LA,Winn,4.002,22127,Winn Parish,100,exact,winn
MA,Barnstable,4.465,25001,Barnstable County,100,exact,barnstable
MA,Berkshire,4.448,25003,Berkshire County,100,exact,berkshire
MA,Bristol,4.382,25005,Bristol County,100,exact,bristol
MA,Dukes,5.574,25007,Dukes County,100,exact,dukes
MA,Essex,4.504,25009,Essex County,100,exact,essex
MA,Franklin,4.435,25011,Franklin County,100,exact,franklin
MA,Hampden,4.343,25013,Hampden County,100,exact,hampden
MA,Hampshire,4.411,25015,Hampshire County,100,exact,hampshire
MA,Middlesex,4.498,25017,Middlesex County,100,exact,middlesex
MA,Nantucket,5.814,25019,Nantucket County,100,exact,nantucket
MA,Norfolk,4.491,25021,Norfolk County,100,exact,norfolk
MA,Plymouth,4.417,25023,Plymouth County,100,exact,plymouth
MA,Suffolk,4.602,25025,Suffolk County,100,exact,suffolk
MA,Worcester,4.482,25027,Worcester County,100,exact,worcester
MD,Allegany,4.468,24001,Allegany County,100,exact,allegany
MD,Anne Arundel,4.444,24003,Anne Arundel County,100,exact,anne arundel
MD,Baltimore City,4.437,24510,Baltimore city,100,manual,baltimore city
MD,Baltimore,4.433,24005,Baltimore County,100,exact,baltimore
MD,Calvert,4.335,24009,Calvert County,100,exact,calvert
MD,Cecil,4.388,24015,Cecil County,100,exact,cecil
MD,Charles,4.378,24017,Charles County,100,exact,charles
MD,Carroll,4.236,24013,Carroll County,100,exact,carroll
MD,Caroline,4.487,24011,Caroline County,100,exact,caroline
MD,Dorchester,4.424,24019,Dorchester County,100,exact,dorchester
MD,Frederick,4.374,24021,Frederick County,100,exact,frederick
MD,Garrett,4.562,24023,Garrett County,100,exact,garrett
MD,Harford,4.388,24025,Harford County,100,exact,harford
MD,Howard,4.516,24027,Howard County,100,exact,howard
MD,Kent,4.472,24029,Kent County,100,exact,kent
MD,Montgomery,4.572,24031,Montgomery County,100,exact,montgomery
MD,Prince Georges,4.467,24033,Prince George's County,90,fuzzy,prince georges
MD,Queen Annes,4.408,24035,Queen Anne's County,87,fuzzy,queen annes
MD,Saint Marys,4.31,24037,St. Mary's County,80,fuzzy,saint marys
MD,Somerset,4.438,24039,Somerset County,100,exact,somerset
MD,Talbot,4.44,24041,Talbot County,100,exact,talbot
MD,Washington,4.255,24043,Washington County,100,exact,washington
MD,Wicomico,4.421,24045,Wicomico County,100,exact,wicomico
MD,Worcester,4.429,24047,Worcester County,100,exact,worcester
ME,Androscoggin,4.548,23001,Androscoggin County,100,exact,androscoggin
ME,Aroostook,4.544,23003,Aroostook County,100,exact,aroostook
ME,Cumberland,4.497,23005,Cumberland County,100,exact,cumberland
ME,Franklin,4.521,23007,Franklin County,100,exact,franklin
ME,Hancock,4.498,23009,Hancock County,100,exact,hancock
ME,Kennebec,4.526,23011,Kennebec County,100,exact,kennebec
ME,Knox,4.446,23013,Knox County,100,exact,knox
ME,Lincoln,4.475,23015,Lincoln County,100,exact,lincoln
ME,Oxford,4.526,23017,Oxford County,100,exact,oxford
ME,Penobscot,4.527,23019,Penobscot County,100,exact,penobscot
ME,Piscataquis,4.47,23021,Piscataquis County,100,exact,piscataquis
ME,Sagadahoc,4.552,23023,Sagadahoc County,100,exact,sagadahoc
ME,Somerset,4.44,23025,Somerset County,100,exact,somerset
ME,Waldo,4.522,23027,Waldo County,100,exact,waldo
ME,Washington,4.563,23029,Washington County,100,exact,washington
ME,York,4.521,23031,York County,100,exact,york
MI,Alcona,4.886,26001,Alcona County,100,exact,alcona
MI,Alger,4.518,26003,Alger County,100,exact,alger
MI,Allegan,4.888,26005,Allegan County,100,exact,allegan
MI,Alpena,4.778,26007,Alpena County,100,exact,alpena
MI,Antrim,4.929,26009,Antrim County,100,exact,antrim
MI,Arenac,4.898,26011,Arenac County,100,exact,arenac
MI,Baraga,4.555,26013,Baraga County,100,exact,baraga
MI,Barry,4.891,26015,Barry County,100,exact,barry
MI,Bay,4.904,26017,Bay County,100,exact,bay
MI,Benzie,4.971,26019,Benzie County,100,exact,benzie
MI,Berrien,4.85,26021,Berrien County,100,exact,berrien
MI,Branch,4.903,26023,Branch County,100,exact,branch
MI,Calhoun,4.844,26025,Calhoun County,100,exact,calhoun
MI,Cass,4.84,26027,Cass County,100,exact,cass
MI,Charlevoix,4.902,26029,Charlevoix County,100,exact,charlevoix
MI,Cheboygan,4.872,26031,Cheboygan County,100,exact,cheboygan
MI,Chippewa,4.864,26033,Chippewa County,100,exact,chippewa
MI,Clare,4.811,26035,Clare County,100,exact,clare
MI,Clinton,4.905,26037,Clinton County,100,exact,clinton
MI,Crawford,4.977,26039,Crawford County,100,exact,crawford
MI,Delta,4.481,26041,Delta County,100,exact,delta
MI,Dickinson,4.707,26043,Dickinson County,100,exact,dickinson
MI,Eaton,4.885,26045,Eaton County,100,exact,eaton
MI,Emmet,4.925,26047,Emmet County,100,exact,emmet
MI,Genesee,4.785,26049,Genesee County,100,exact,genesee
MI,Gladwin,4.709,26051,Gladwin County,100,exact,gladwin
MI,Gogebic,4.782,26053,Gogebic County,100,exact,gogebic
MI,Grand Traverse,4.845,26055,Grand Traverse County,100,exact,grand traverse
MI,Gratiot,4.887,26057,Gratiot County,100,exact,gratiot
MI,Hillsdale,4.63,26059,Hillsdale County,100,exact,hillsdale
MI,Houghton,4.526,26061,Houghton County,100,exact,houghton
MI,Huron,4.733,26063,Huron County,100,exact,huron
MI,Ingham,4.901,26065,Ingham County,100,exact,ingham
MI,Ionia,4.929,26067,Ionia County,100,exact,ionia
MI,Iosco,4.836,26069,Iosco County,100,exact,iosco
MI,Iron,4.544,26071,Iron County,100,exact,iron
MI,Isabella,4.814,26073,Isabella County,100,exact,isabella
MI,Jackson,4.889,26075,Jackson County,100,exact,jackson
MI,Kalamazoo,4.909,26077,Kalamazoo County,100,exact,kalamazoo
MI,Kalkaska,4.849,26079,Kalkaska County,100,exact,kalkaska
MI,Kent,4.93,26081,Kent County,100,exact,kent
MI,Keweenaw,4.699,26083,Keweenaw County,100,exact,keweenaw
MI,Lake,4.873,26085,Lake County,100,exact,lake
MI,Lapeer,4.744,26087,Lapeer County,100,exact,lapeer
MI,Leelanau,4.928,26089,Leelanau County,100,exact,leelanau
MI,Lenawee,4.827,26091,Lenawee County,100,exact,lenawee
MI,Livingston,4.924,26093,Livingston County,100,exact,livingston
MI,Luce,4.628,26095,Luce County,100,exact,luce
MI,Mackinac,4.804,26097,Mackinac County,100,exact,mackinac
MI,Macomb,4.825,26099,Macomb County,100,exact,macomb
MI,Manistee,4.941,26101,Manistee County,100,exact,manistee
MI,Marquette,4.548,26103,Marquette County,100,exact,marquette
MI,Mason,4.87,26105,Mason County,100,exact,mason
MI,Mecosta,4.828,26107,Mecosta County,100,exact,mecosta
MI,Menominee,4.681,26109,Menominee County,100,exact,menominee
MI,Midland,4.847,26111,Midland County,100,exact,midland
MI,Missaukee,4.77,26113,Missaukee County,100,exact,missaukee
MI,Monroe,4.802,26115,Monroe County,100,exact,monroe
MI,Montcalm,4.816,26117,Montcalm County,100,exact,montcalm
MI,Montmorency,4.677,26119,Montmorency County,100,exact,montmorency
MI,Muskegon,4.895,26121,Muskegon County,100,exact,muskegon
MI,Newaygo,4.893,26123,Newaygo County,100,exact,newaygo
MI,Oakland,4.878,26125,Oakland County,100,exact,oakland
MI,Oceana,4.917,26127,Oceana County,100,exact,oceana
MI,Ogemaw,4.821,26129,Ogemaw County,100,exact,ogemaw
MI,Ontonagon,4.707,26131,Ontonagon County,100,exact,ontonagon
MI,Osceola,4.882,26133,Osceola County,100,exact,osceola
MI,Oscoda,4.899,26135,Oscoda County,100,exact,oscoda
MI,Otsego,4.936,26137,Otsego County,100,exact,otsego
MI,Ottawa,4.916,26139,Ottawa County,100,exact,ottawa
MI,Presque Isle,4.986,26141,Presque Isle County,100,exact,presque isle
MI,Roscommon,4.874,26143,Roscommon County,100,exact,roscommon
MI,Saginaw,4.841,26145,Saginaw County,100,exact,saginaw
MI,Sanilac,4.675,26151,Sanilac County,100,exact,sanilac
MI,Schoolcraft,4.842,26153,Schoolcraft County,100,exact,schoolcraft
MI,Shiawassee,4.788,26155,Shiawassee County,100,exact,shiawassee
MI,Saint Clair,4.633,26147,St. Clair County,84,fuzzy,saint clair
MI,Saint Joseph,4.828,26149,St. Joseph County,86,fuzzy,saint joseph
MI,Tuscola,4.843,26157,Tuscola County,100,exact,tuscola
MI,Van Buren,4.845,26159,Van Buren County,100,exact,van buren
MI,Washtenaw,4.862,26161,Washtenaw County,100,exact,washtenaw
MI,Wayne,4.783,26163,Wayne County,100,exact,wayne
MI,Wexford,4.91,26165,Wexford County,100,exact,wexford
MN,Aitkin,4.113,27001,Aitkin County,100,exact,aitkin
MN,Anoka,4.068,27003,Anoka County,100,exact,anoka
MN,Becker,4.167,27005,Becker County,100,exact,becker
MN,Beltrami,4.266,27007,Beltrami County,100,exact,beltrami
MN,Benton,4.034,27009,Benton County,100,exact,benton
MN,Big Stone,4.199,27011,Big Stone County,100,exact,big stone
MN,Blue Earth,4.189,27013,Blue Earth County,100,exact,blue earth
MN,Brown,4.114,27015,Brown County,100,exact,brown
MN,Carlton,4.235,27017,Carlton County,100,exact,carlton
MN,Carver,4.166,27019,Carver County,100,exact,carver
MN,Cass,4.106,27021,Cass County,100,exact,cass
MN,Chippewa,4.239,27023,Chippewa County,100,exact,chippewa
MN,Chisago,4.156,27025,Chisago County,100,exact,chisago
MN,Clay,4.037,27027,Clay County,100,exact,clay
MN,Clearwater,4.173,27029,Clearwater County,100,exact,clearwater
MN,Cook,4.298,27031,Cook County,100,exact,cook
MN,Cottonwood,4.212,27033,Cottonwood County,100,exact,cottonwood
MN,Crow Wing,3.98,27035,Crow Wing County,100,exact,crow wing
MN,Dakota,4.196,27037,Dakota County,100,exact,dakota
MN,Dodge,4.249,27039,Dodge County,100,exact,dodge
MN,Douglas,4.204,27041,Douglas County,100,exact,douglas
MN,Faribault,4.215,27043,Faribault County,100,exact,faribault
MN,Fillmore,4.167,27045,Fillmore County,100,exact,fillmore
MN,Freeborn,4.148,27047,Freeborn County,100,exact,freeborn
MN,Goodhue,4.233,27049,Goodhue County,100,exact,goodhue
MN,Grant,4.17,27051,Grant County,100,exact,grant
MN,Hennepin,4.198,27053,Hennepin County,100,exact,hennepin
MN,Houston,4.207,27055,Houston County,100,exact,houston
MN,Hubbard,4.183,27057,Hubbard County,100,exact,hubbard
MN,Isanti,4.065,27059,Isanti County,100,exact,isanti
MN,Itasca,4.179,27061,Itasca County,100,exact,itasca
MN,Jackson,4.162,27063,Jackson County,100,exact,jackson
MN,Kanabec,4.112,27065,Kanabec County,100,exact,kanabec
MN,Kandiyohi,4.152,27067,Kandiyohi County,100,exact,kandiyohi
MN,Kittson,4.038,27069,Kittson County,100,exact,kittson
MN,Koochiching,4.091,27071,Koochiching County,100,exact,koochiching
MN,Lac Qui Parle,4.271,27073,Lac qui Parle County,100,exact,lac qui parle
MN,Lake,4.287,27075,Lake County,100,exact,lake
MN,Lake of the Woods,4.149,27077,Lake of the Woods County,100,exact,lake of the woods
MN,Le Sueur,4.249,27079,Le Sueur County,100,exact,le sueur
MN,Lincoln,4.151,27081,Lincoln County,100,exact,lincoln
MN,Lyon,4.269,27083,Lyon County,100,exact,lyon
MN,Mahnomen,4.129,27087,Mahnomen County,100,exact,mahnomen
MN,Marshall,4.056,27089,Marshall County,100,exact,marshall
MN,Martin,4.217,27091,Martin County,100,exact,martin
MN,McLeod,4.046,27085,McLeod County,100,exact,mcleod
MN,Meeker,4.058,27093,Meeker County,100,exact,meeker
MN,Mille Lacs,4.141,27095,Mille Lacs County,100,exact,mille lacs
MN,Morrison,4.13,27097,Morrison County,100,exact,morrison
MN,Mower,4.154,27099,Mower County,100,exact,mower
MN,Murray,4.123,27101,Murray County,100,exact,murray
MN,Nicollet,4.186,27103,Nicollet County,100,exact,nicollet
MN,Nobles,4.198,27105,Nobles County,100,exact,nobles
MN,Norman,4.166,27107,Norman County,100,exact,norman
MN,Olmsted,4.269,27109,Olmsted County,100,exact,olmsted
MN,Otter Tail,4.178,27111,Otter Tail County,100,exact,otter tail
MN,Pennington,4.097,27113,Pennington County,100,exact,pennington
MN,Pine,4.129,27115,Pine County,100,exact,pine
MN,Pipestone,4.271,27117,Pipestone County,100,exact,pipestone
MN,Polk,4.154,27119,Polk County,100,exact,polk
MN,Pope,4.185,27121,Pope County,100,exact,pope
MN,Ramsey,4.184,27123,Ramsey County,100,exact,ramsey
MN,Red Lake,4.141,27125,Red Lake County,100,exact,red lake
MN,Redwood,4.25,27127,Redwood County,100,exact,redwood
MN,Renville,4.182,27129,Renville County,100,exact,renville
MN,Rice,4.156,27131,Rice County,100,exact,rice
MN,Rock,4.236,27133,Rock County,100,exact,rock
MN,Roseau,4.118,27135,Roseau County,100,exact,roseau
MN,Scott,4.183,27139,Scott County,100,exact,scott
MN,Sherburne,4.158,27141,Sherburne County,100,exact,sherburne
MN,Sibley,4.204,27143,Sibley County,100,exact,sibley
MN,Saint Louis,4.125,27137,St. Louis County,84,fuzzy,saint louis
MN,Stearns,4.057,27145,Stearns County,100,exact,stearns
MN,Steele,4.095,27147,Steele County,100,exact,steele
MN,Stevens,4.285,27149,Stevens County,100,exact,stevens
MN,Swift,4.183,27151,Swift County,100,exact,swift
MN,Todd,4.129,27153,Todd County,100,exact,todd
MN,Traverse,4.199,27155,Traverse County,100,exact,traverse
MN,Wabasha,4.116,27157,Wabasha County,100,exact,wabasha
MN,Wadena,4.143,27159,Wadena County,100,exact,wadena
MN,Waseca,4.154,27161,Waseca County,100,exact,waseca
MN,Washington,4.121,27163,Washington County,100,exact,washington
MN,Watonwan,4.223,27165,Watonwan County,100,exact,watonwan
MN,Wilkin,4.049,27167,Wilkin County,100,exact,wilkin
MN,Winona,4.089,27169,Winona County,100,exact,winona
MN,Wright,4.179,27171,Wright County,100,exact,wright
MN,Yellow Medicine,4.243,27173,Yellow Medicine County,100,exact,yellow medicine
MO,Adair,4.226,29001,Adair County,100,exact,adair
MO,Andrew,4.074,29003,Andrew County,100,exact,andrew
MO,Atchison,4.103,29005,Atchison County,100,exact,atchison
MO,Audrain,4.146,29007,Audrain County,100,exact,audrain
